especievalida,nombrecomun,estadomapa,ambiente,validacionambiente,longitud,latitud
Icterus pustulatus,"bolsero dorso rayado, calandria dorso rayado",CIUDAD DE MEXICO,Terrestre,Válido,-99.0862331,19.3568563
Megaceryle torquata,martín pescador de collar,CIUDAD DE MEXICO,Dulceacuícola,Válido,-99.105879,19.2721156
Melozone kieneri,"rascador nuca canela, rascador nuca rufa",CIUDAD DE MEXICO,Terrestre,Válido,-99.1927028,19.2949422
Myiarchus tuberculifer,papamoscas triste,CIUDAD DE MEXICO,Terrestre,Válido,-99.1959415,19.2961912
Nannopterum brasilianum,"cormorán neotropical, cormorán oliváceo",CIUDAD DE MEXICO,Dulceacuícola; Marino; Salobre,Válido,-99.096694,19.29496
Oreophasis derbianus,"pavón, pavón cornudo",CIUDAD DE MEXICO,Terrestre,Válido,-99.2042219,19.3901941
Pheucticus chrysopeplus,picogordo amarillo,CIUDAD DE MEXICO,Terrestre,Válido,-99.2011822,19.2180273
Pitangus sulphuratus,Luis bienteveo,CIUDAD DE MEXICO,Terrestre,Válido,-99.1057883,19.27226
Sturnella magna,pradero tortillaconchile,CIUDAD DE MEXICO,Terrestre,Válido,-99.0156555,19.1555466
Volatinia jacarina,semillero brincador,CIUDAD DE MEXICO,Terrestre,Válido,-99.0009033,19.2557067
Amazona albifrons,loro frente blanca,CIUDAD DE MEXICO,Terrestre,Válido,-99.12519,19.2679075
Amazona auropalliata,loro nuca amarilla,CIUDAD DE MEXICO,Terrestre,Válido,-99.2042219,19.3901941
Amazona finschi,loro corona lila,CIUDAD DE MEXICO,Terrestre,Válido,-99.18,19.2016667
Amazona viridigenalis,loro tamaulipeco,CIUDAD DE MEXICO,Terrestre,Válido,-99.2042219,19.3901941
Aphelocoma woodhouseii,chara de collar,CIUDAD DE MEXICO,Terrestre,Válido,-99.214696,19.275318
Basileuterus belli,chipe cejas doradas,CIUDAD DE MEXICO,Terrestre,Válido,-99.2566708,19.2950638
Basileuterus lachrymosus,"chipe de roca, pavito de rocas",CIUDAD DE MEXICO,Terrestre,Válido,-99.16749,19.3989659
Calocitta formosa,"urraca cara blanca, urraca-hermosa cara blanca",CIUDAD DE MEXICO,Terrestre,Válido,-99.192976,19.296158
Camptostoma imberbe,"mosquerito chillón, mosquero lampiño",CIUDAD DE MEXICO,Terrestre,Válido,-99.1927028,19.2949422
Catharus occidentalis,zorzal mexicano,CIUDAD DE MEXICO,Terrestre,Válido,-99.1991347,19.4178989
Coccyzus minor,cuclillo manglero,CIUDAD DE MEXICO,Terrestre,Válido,-99.1072617,19.3814793
Columba livia,paloma doméstica,CIUDAD DE MEXICO,Terrestre,Válido,-99.096936,19.37038
Cyanocorax yncas,chara verde,CIUDAD DE MEXICO,Terrestre,Válido,-99.094963,19.296784
Diglossa baritula,"picaflor canelo, picochueco vientre canela",CIUDAD DE MEXICO,Terrestre,Válido,-99.303515,19.363751
Eugenes fulgens,colibrí magnífico,CIUDAD DE MEXICO,Terrestre,Válido,-99.2507252,19.3007348
Geothlypis nelsoni,mascarita matorralera,CIUDAD DE MEXICO,Terrestre,Válido,-99.1934109,19.3161635
Heliomaster constantii,"colibrí picudo, colibrí picudo occidental",CIUDAD DE MEXICO,Terrestre,Válido,-99.1928315,19.3149605
Lampornis clemenciae,colibrí garganta azul,CIUDAD DE MEXICO,Terrestre,Válido,-99.1948271,19.1117179
Myadestes occidentalis,clarín jilguero,CIUDAD DE MEXICO,Terrestre,Válido,-99.1927028,19.2949422
Myioborus pictus,"chipe ala blanca, pavito alas blancas",CIUDAD DE MEXICO,Terrestre,Válido,-99.1503225,19.2221162
Passer domesticus domesticus,gorrión casero,CIUDAD DE MEXICO,Terrestre,Válido,-99.1666667,19.3833333
Peucaea ruficauda,zacatonero corona rayada,CIUDAD DE MEXICO,Terrestre,Válido,-99.1392346,19.3421617
Piranga flava,"piranga encinera, tangara encinera",CIUDAD DE MEXICO,Terrestre,Válido,-99.303515,19.363751
Psaltriparus minimus,sastrecillo,CIUDAD DE MEXICO,Terrestre,Válido,-99.1991347,19.4178989
Ptiliogonys cinereus,capulinero gris,CIUDAD DE MEXICO,Terrestre,Válido,-99.1857801,19.3165304
Quiscalus mexicanus,zanate mayor,CIUDAD DE MEXICO,Terrestre,Válido,-99.150732,19.447675
Tachybaptus dominicus,zambullidor menor,CIUDAD DE MEXICO,Dulceacuícola,Válido,-99.0765524,19.4588557
Toxostoma curvirostre curvirostre,cuitlacoche pico curvo,CIUDAD DE MEXICO,Terrestre,Válido,-99.2833333,19.325
Trogon elegans,"coa elegante, trogón elegante",CIUDAD DE MEXICO,Terrestre,Válido,-99.212935,19.31287
Aeronautes saxatalis saxatalis,vencejo pecho blanco,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.5666667,29.05
Amazilia yucatanensis,"colibrí vientre canelo, colibrí yucateco",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.9983333,25.4216667
Aphelocoma wollweberi,chara pecho gris,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.4267113,25.267494
Baeolophus wollweberi,carbonero embridado,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.6270409,25.4623396
Catherpes mexicanus,"chivirín barranqueño, saltapared barranqueño",COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.9732738,29.8145269
Contopus pertinax,"papamoscas José María, pibí tengofrío",COAHUILA DE ZARAGOZA,Terrestre,Válido,-103.2529215,25.5883415
Dendrocygna bicolor,pijije canelo,COAHUILA DE ZARAGOZA,Dulceacuícola,Válido,-103.2529215,25.5883415
Elanus leucurus,milano cola blanca,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.9417569,25.4328684
Icterus graduacauda,"bolsero cabeza negra, calandria capucha negra",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.3873587,25.2973976
Junco phaeonotus,junco ojos de lumbre,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.4267113,25.267494
Myioborus pictus,"chipe ala blanca, pavito alas blancas",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.3858227,25.2181914
Myiopsitta monachus,perico monje argentino,COAHUILA DE ZARAGOZA,Terrestre,Válido,-103.4358533,25.532105
Psittacara holochlorus,perico mexicano,COAHUILA DE ZARAGOZA,Terrestre,Válido,-103.4357703,25.5329585
Accipiter gentilis,gavilán azor,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.5824009,25.4857417
Anhinga anhinga,anhinga americana,COAHUILA DE ZARAGOZA,Dulceacuícola,Válido,-100.9769404,25.430873
Auriparus flaviceps,baloncillo,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.449599,25.665434
Chloroceryle americana,martín pescador verde,COAHUILA DE ZARAGOZA,Dulceacuícola,Válido,-101.0377894,29.3091088
Cyanocitta stelleri,"chara copetona, chara crestada",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.9119486,25.3495545
Cyanocompsa parellina,colorín azulnegro,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.9467085,25.4375087
Cyrtonyx montezumae,codorniz de Moctezuma,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.6368131,25.3823338
Icterus wagleri,"bolsero de Wagler, calandria de Wagler",COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.0321209,25.3556534
Lampornis clemenciae,colibrí garganta azul,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.4267113,25.267494
Megascops kennicottii,"tecolote del oeste, tecolote occidental",COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.4031787,25.697667
Meleagris gallopavo,guajolote norteño,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.9201526,25.2797035
Myioborus miniatus,"chipe de montaña, pavito alas negras",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.391229,25.221397
Peucedramus taeniatus,ocotero enmascarado,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.4008314,25.2578745
Phalaenoptilus nuttallii,"tapacamino tevíi, tapacaminos pandeagua",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.9814724,25.5039237
Poecile sclateri,carbonero mexicano,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.4267113,25.267494
Sporophila morelleti,semillero de collar,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.99184,29.354056
Streptopelia roseogrisea,paloma de collar africana,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.5555555,28.6569444
Toxostoma crissale,cuicacoche crisal,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.0070862,25.084323
Toxostoma curvirostre,cuicacoche pico curvo,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.142755,27.823516
Amazona albifrons,loro frente blanca,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.0087836,25.4248268
Amphispiza bilineata,zacatonero garganta negra,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.755127,28.9556669
Arremonops rufivirgatus,rascador oliváceo,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.755127,28.9556669
Bubo virginianus,búho cornudo,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.0123427,29.5776926
Camptostoma imberbe,"mosquerito chillón, mosquero lampiño",COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.0873189,26.8725073
Cathartes aura,zopilote aura,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.755127,28.9556669
Chlorophonia elegantissima,"eufonia capucha azul, eufonia gorra azul",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.8639683,25.2771537
Cyanocorax yncas,chara verde,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.0862672,25.6016313
Eugenes fulgens,colibrí magnífico,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.92866,25.3245633
Eupsittula canicularis,perico frente naranja,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.0087836,25.4248268
Geococcyx californianus,correcaminos norteño,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.755127,28.9556669
Geranoaetus albicaudatus,aguililla cola blanca,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.44619,25.66083
Glaucidium gnoma,tecolote serrano,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.440362,25.235435
Melanerpes formicivorus,carpintero bellotero,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.4267113,25.267494
Myiarchus nuttingi,"papamoscas de Nutting, papamoscas huí",COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.48333,25.76667
Nyctidromus albicollis,chotacabras pauraque,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.9972979,28.298897
Pachyramphus aglaiae,"cabezón degollado, mosquero-cabezón degollado",COAHUILA DE ZARAGOZA,Terrestre,Válido,-103.2689523,25.0516629
Toxostoma curvirostre curvirostre,cuitlacoche pico curvo,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.12,27.8666667
Toxostoma longirostre,cuicacoche pico largo,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.723265,27.607228
Vireo huttoni,vireo reyezuelo,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.4008314,25.2578745
Aegolius acadicus,"tecolote afilador, tecolote oyamelero norteño",COAHUILA DE ZARAGOZA,Terrestre,Válido,-103.0670498,28.7593377
Aimophila ruficeps,"zacatonero corona canela, zacatonero corona rufa",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.985448,25.359345
Baeolophus atricristatus,carbonero cresta negra,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.755127,28.9556669
Basilinna leucotis,"zafiro oreja blanca, zafiro orejas blancas",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.92802,25.35027
Caracara plancus cheriway,caracara quebrantahuesos,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.932215,25.096633
Catharus occidentalis,zorzal mexicano,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.4404444,25.2355254
Columbina passerina,"tortolita pico corto, tortolita pico rojo, tórtola coquita",COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.9732738,29.8145269
Cynanthus latirostris,colibrí pico ancho,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.943584,25.480466
Dryobates scalaris,carpintero mexicano,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.755127,28.9556669
Loxia curvirostra,picotuerto rojo,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.4335594,25.2328029
Melozone fusca,"rascador viejita, toquí pardo",COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.0000656,25.3408798
Myiarchus tuberculifer,papamoscas triste,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.1412659,26.9450262
Oreothlypis superciliosa,"chipe cejas blancas, parula ceja blanca",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.4401586,25.2354815
Passer domesticus,"gorrión casero, gorrión doméstico",COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.0025846,25.4208434
Piranga flava,"piranga encinera, tangara encinera",COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.0025334,25.4167031
Ptiliogonys cinereus,capulinero gris,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.4008314,25.2578745
Quiscalus mexicanus,zanate mayor,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.755127,28.9556669
Spinus notatus,"jilguerito encapuchado, jilguero encapuchado",COAHUILA DE ZARAGOZA,Terrestre,Válido,-103.455,26.6872
Spinus psaltria,"jilguerito dominico, jilguero dominico",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.9763884,25.4299579
Sturnus vulgaris,estornino pinto,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.0989084,26.9506115
Volatinia jacarina,semillero brincador,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.843691,25.6120352
Aeronautes saxatalis,vencejo pecho blanco,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.393238,25.2209922
Auriparus flaviceps flaviceps,baloncillo,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.12,27.8666667
Calocitta colliei,"urraca cara negra, urraca-hermosa cara negra",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.99,25.33
Coragyps atratus,zopilote común,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.755127,28.9556669
Dendrocygna autumnalis,"pijije ala blanca, pijije alas blancas",COAHUILA DE ZARAGOZA,Dulceacuícola,Válido,-100.9741191,29.3517099
Eremophila alpestris,alondra cornuda,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.284,28.391
Icterus pustulatus,"bolsero dorso rayado, calandria dorso rayado",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.9983333,25.355
Megaceryle torquata,martín pescador de collar,COAHUILA DE ZARAGOZA,Dulceacuícola,Válido,-100.714335,27.60119
Myadestes occidentalis,clarín jilguero,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.379076,25.2941384
Ortalis vetula,"chachalaca oriental, chachalaca vetula",COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.12,27.8666667
Peucaea botterii,zacatonero de Botteri,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.8536924,25.3148322
Pitangus sulphuratus,Luis bienteveo,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.755127,28.9556669
Polioptila bilineata,perlita tropical,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.12,27.8666667
Polioptila melanura,perlita del desierto,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.755127,28.9556669
Rhynchopsitta terrisi,cotorra serrana oriental,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.4483333,25.2016667
Sitta carolinensis,"bajapalos pecho blanco, sita pecho blanco",COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.4483333,25.2016667
Spinus psaltria psaltria,jilguero dominico,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.12,27.8666667
Trogon elegans,"coa elegante, trogón elegante",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.4401586,25.2354815
Tyto alba,lechuza de campanario,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.9605718,25.4673485
Basileuterus rufifrons,"chipe gorra canela, chipe gorra rufa",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.920085,25.3809705
Buteo brachyurus,aguililla cola corta,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.0321209,25.3556534
Callipepla gambelii,"codorniz chiquiri, codorniz de Gambel",COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.956336,29.1779629
Cardinalis cardinalis,cardenal rojo,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.755127,28.9556669
Columbina inca,"tortolita cola larga, tórtola cola larga",COAHUILA DE ZARAGOZA,Terrestre,Válido,-103.4197959,25.5242916
Dryobates villosus,"carpintero albinegro mayor, carpintero velloso-mayor",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.66667,25.43333
Empidonax affinis,"mosquero pinero, papamoscas pinero",COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.4483333,25.2016667
Heliomaster constantii,"colibrí picudo, colibrí picudo occidental",COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.367631,26.778415
Meleagris gallopavo gallopavo,guajolote norteño,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.12,27.8666667
Polioptila californica,perlita californiana,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.12,27.8666667
Psaltriparus minimus,sastrecillo,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.4008314,25.2578745
Streptopelia decaocto,"paloma de collar turca, tórtola de collar",COAHUILA DE ZARAGOZA,Terrestre,Válido,-103.4526831,25.5560045
Sturnella magna,pradero tortillaconchile,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.100327,25.153949
Tachybaptus dominicus,zambullidor menor,COAHUILA DE ZARAGOZA,Dulceacuícola,Válido,-101.44619,25.66083
Thryomanes bewickii,"chivirín cola oscura, saltapared cola larga",COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.755127,28.9556669
Turdus grayi,"mirlo café, mirlo pardo",COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.0025334,25.4167031
Vireo bairdi,"vireo de Cozumel, vireo de Isla Cozumel",COAHUILA DE ZARAGOZA,Terrestre,Válido,-103.0083333,25.6633333
Amazona autumnalis,loro cachetes amarillos,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.0095847,25.4234005
Cairina moschata,pato real,COAHUILA DE ZARAGOZA,Dulceacuícola,Válido,-101.0362419,25.3811208
Callipepla squamata,codorniz escamosa,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.661763,28.969869
Campylorhynchus brunneicapillus,matraca del desierto,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.9827694,25.5545189
Cassiculus melanicterus,cacique mexicano,COAHUILA DE ZARAGOZA,Terrestre,Válido,-103.4325778,25.5414443
Corvus corax,cuervo común,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.755127,28.9556669
Geothlypis nelsoni,mascarita matorralera,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.4008314,25.2578745
Megascops trichopsis,tecolote rítmico,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.6368131,25.3823338
Melanerpes aurifrons,carpintero cheje,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.755127,28.9556669
Parabuteo unicinctus,aguililla rojinegra,COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.755127,28.9556669
Piranga bidentata,"piranga dorso rayado, tangara dorso rayado",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.9743647,25.4321224
Salpinctes obsoletus,"chivirín saltarroca, saltapared de rocas",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.9293,25.38526
Tyrannus melancholicus,"tirano melancólico, tirano pirirí, tirano tropical",COAHUILA DE ZARAGOZA,Terrestre,Válido,-103.4368166,25.53218
Aphelocoma woodhouseii,chara de collar,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.66667,25.43333
Atlapetes pileatus,"atlapetes gorra rufa, rascador gorra canela",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.4401586,25.2354815
Buteo plagiatus,aguililla gris,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.0360375,25.3800851
Callipepla squamata squamata,codorniz escamosa,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.3166667,25.45
Cardinalis sinuatus,"cardenal desértico, cardenal pardo",COAHUILA DE ZARAGOZA,Terrestre,Válido,-102.755127,28.9556669
Cardinalis sinuatus sinuatus,cardenal pardo,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.12,27.8666667
Coccyzus minor,cuclillo manglero,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.9983333,25.4216667
Colinus virginianus,codorniz cotuí,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.723265,27.607228
Columba livia,paloma doméstica,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.0025846,25.4208434
Crotophaga sulcirostris,garrapatero pijuy,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.1600065,27.8749693
Haemorhous mexicanus,pinzón mexicano,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.9773483,25.3637237
Leptotila verreauxi,paloma arroyera,COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.5527601,26.9370816
Megascops asio,"tecolote del este, tecolote oriental",COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.0377894,29.3091088
Nannopterum brasilianum,"cormorán neotropical, cormorán oliváceo",COAHUILA DE ZARAGOZA,Dulceacuícola; Marino; Salobre,Válido,-102.755127,28.9556669
Pipilo ocai,"rascador de collar, toquí de collar",COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.11667,25.13333
Ridgwayia pinicola,"mirlo azteca, mirlo pinto",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.363,25.211
Sitta pygmaea,"bajapalos enano, sita enana",COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.48333,25.76667
Spizella wortheni,gorrión de Worthen,COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.932215,25.096633
Thryothorus ludovicianus,"chivirín de Carolina, saltapared de carolina",COAHUILA DE ZARAGOZA,Terrestre,Válido,-101.4093447,27.9670574
Tyrannus couchii,"tirano cuír, tirano silbador",COAHUILA DE ZARAGOZA,Terrestre,Válido,-100.9741191,29.3517099
Aeronautes saxatalis,vencejo pecho blanco,COLIMA,Terrestre,Válido,-103.683909,19.256516
Amazona albifrons,loro frente blanca,COLIMA,Terrestre,Válido,-103.777873,19.083095
Ara militaris,guacamaya verde,COLIMA,Terrestre,Válido,-104.3166667,19.05
Basileuterus belli,chipe cejas doradas,COLIMA,Terrestre,Válido,-103.949459,19.446732
Basilinna leucotis,"zafiro oreja blanca, zafiro orejas blancas",COLIMA,Terrestre,Válido,-103.73056,19.24306
Bubo virginianus,búho cornudo,COLIMA,Terrestre,Válido,-104.1525639,19.3037344
Buteo plagiatus,aguililla gris,COLIMA,Terrestre,Válido,-103.7025,19.4658333
Buteogallus urubitinga,aguililla negra mayor,COLIMA,Terrestre,Válido,-103.875,19.1783333
Chlorophonia elegantissima,"eufonia capucha azul, eufonia gorra azul",COLIMA,Terrestre,Válido,-103.797582,19.223279
Coccyzus minor,cuclillo manglero,COLIMA,Terrestre,Válido,-103.6296129,19.289844
