especievalida,nombrecomun,longitud,latitud
Sula nebouxii,bobo patas azules,-111.2557983,27.9689337
Sula sula,bobo patas rojas,-112.670552,20.956899
Sula sula websteri,bobo pata roja,-110.9833333,18.75
Synallaxis erythrothorax,"güitío pecho rufo, hormiguero pepito",-92.893954,15.442236
Synallaxis erythrothorax erythrothorax,güitío pecho rufo,-91.0833333,18.2166667
Synallaxis erythrothorax furtiva,güitío del Pacífico,-92.15,14.9833333
Synallaxis erythrothorax pacifica,güitío del Pacífico,-92.38,15.0183333
Synthliboramphus antiquus,mérgulo antiguo,-116.6256237,31.8517525
Synthliboramphus craveri,mérgulo de Craveri,-111.8385315,24.4502436
Synthliboramphus hypoleucus,mérgulo de Xantus,-117.6385,32.5833
Synthliboramphus hypoleucus hypoleucus,mérgulo de xantus,-115.5866667,28.305
Synthliboramphus hypoleucus scrippsi,mérgulo de Scripps,-117.25,32.4333333
Synthliboramphus scrippsi,mérgulo de scripps,-116.626189,31.853884
Tachybaptus dominicus,zambullidor menor,-101.0526506,22.1508291
Tachycineta albilinea,golondrina manglera,-88.3018971,18.493776
Tachycineta bicolor,golondrina bicolor,-114.73141,32.715386
Tachycineta thalassina,golondrina verdemar,-99.4973373,19.1531034
Tachycineta thalassina brachyptera,golondrina verdemar,-112.7066667,27.3683333
Tachycineta thalassina thalassina,golondrina verdemar,-106.3666667,29.45
Tapera naevia,cuclillo rayado,-93.646946,16.1749128
Tapera naevia excellens,cuclillo rayado,-95.0833333,18.4166667
Taraba major,batará mayor,-90.837595,16.250392
Taraba major melanocrissus,batará mayor,-95.2166667,17.8
Terenotriccus erythrurus,"mosquerito cola castaña, mosquero cola castaña",-91.055301,16.817647
Terenotriccus erythrurus fulvigularis,mosquero cola castaña,-91.3059167,16.2036389
Thalasseus elegans,charrán elegante,-109.2345923,26.405194
Thalasseus maximus,charrán real,-88.1649882,21.5992128
Thalasseus maximus maximus,charrán real,-97.5833333,21.75
Thalasseus sandvicensis,charrán de Sandwich,-88.1649882,21.5992128
Thamnistes anabatinus,"batará café, batará canelo",-90.9410997,16.1124493
Thamnistes anabatinus anabatinus,batará café,-92.9566667,17.545
Thamnophilus doliatus,batará barrado,-90.7925062,18.4923912
Thraupis abbas,tangara alas amarillas,-95.01698,18.35812
Thraupis episcopus,tangara azulgris,-95.01698,18.35812
Thraupis episcopus cana,tángara azulgris,-91.3065556,16.2053333
Thryomanes bewickii,"chivirín cola oscura, saltapared cola larga",-99.249065,19.009524
Thryophilus pleurostictus,"chivirín barrado, saltapared barrado",-99.1014007,18.9658571
Thryophilus rufalbus,"chivirín rojizo, saltapared albicanelo",-92.1266667,15.08
Thryophilus sinaloa,"chivirín sinaloense, saltapared sinaloense",-100.1943898,17.4221123
Thryothorus ludovicianus,"chivirín de Carolina, saltapared de carolina",-89.2866611,21.0631166
Thryothorus ludovicianus ludovicianus,chivirín sinaloense,-99.5,17.55
Tiaris olivaceus,semillero oliváceo,-95.01698,18.35812
Tigrisoma mexicanum,garza tigre mexicana,-91.9952202,17.7202149
Tilmatura dupontii,colibrí cola pinta,-100.1943898,17.4221123
Tinamus major,tinamú mayor,-96.3405674,17.6638143
Tinamus major robustus,tinamú mayor,-91.30125,16.2028611
Tityra inquisitor,titira pico negro,-98.9742054,21.7340278
Tityra semifasciata,"titira enmascarada, titira puerquito",-100.1943898,17.4221123
Tityra semifasciata personata,titira enmascarada,-91.3080556,16.1906389
Todirostrum cinereum,"espatulilla amarillo, mosquerito espatulilla común",-89.0320753,18.4323762
Tolmomyias sulphurescens,"mosquerito ojos blancos, mosquero ojo blanco",-92.8918767,15.4802515
Tolmomyias sulphurescens cinereiceps,mosquero ojo blanco,-91.0705556,16.0779167
Toxostoma bendirei,cuicacoche pico corto,-109.2345923,26.405194
Toxostoma cinereum,"cuicacoche bajacaliforniano, cuitlacoche peninsular",-109.928211,23.657133
Toxostoma cinereum cinereum,cuitlacoche peninsular,-110.8333333,25.0833333
Toxostoma cinereum mearnsi,cuitlacoche peninsular,-116.795,32.3633333
Toxostoma crissale,cuicacoche crisal,-115.4697418,31.3097951
Toxostoma curvirostre,cuicacoche pico curvo,-99.249065,19.009524
Toxostoma curvirostre celsum,cuitlacoche de Palmer,-103.0383333,21.62
Toxostoma curvirostre curvirostre,cuitlacoche pico curvo,-99.5,17.55
Toxostoma curvirostre insularum,cuitlacoche de Palmer,-112.2488889,29.0083333
Toxostoma curvirostre maculatum,cuitlacoche de Palmer,-110.8033333,27.9566667
Toxostoma curvirostre oberholseri,cuitlacoche pico curvo,-100.2866667,25.88
Toxostoma curvirostre occidentale,cuitlacoche de Palmer,-105.8566667,22.9916667
Toxostoma curvirostre palmeri,cuitlacoche de Palmer,-109.2833333,31.1333333
Toxostoma guttatum,cuicacoche de Isla Cozumel,-86.9324413,20.454812
Toxostoma lecontei,cuicacoche pálido,-113.9987367,28.2932717
Toxostoma lecontei arenicola,cuitlacoche del Vizcaíno,-112.3,27.3666667
Toxostoma lecontei lecontei,cuitlacoche del Vizcaíno,-112.3,27.3666667
Toxostoma longirostre,cuicacoche pico largo,-100.278894,22.536023
Toxostoma longirostre longirostre,cuitlacoche pico largo,-96.9283333,19.545
Toxostoma longirostre sennetti,cuitlacoche pico largo,-100.2866667,25.88
Toxostoma ocellatum,cuicacoche moteado,-97.4172547,18.9481856
Toxostoma redivivum,cuicacoche californiano,-116.499413,31.795886
Toxostoma rufum,cuicacoche castaño,-105.2066667,21.8116667
Tringa flavipes,patamarilla menor,-113.5288954,31.2964638
Tringa glareola,playero andarríos,-110.3232908,24.1332817
Tringa incana,playero vagabundo,-109.7397846,23.0239233
Tringa melanoleuca,patamarilla mayor,-109.5463004,28.4557269
Tringa semipalmata,playero pihuiuí,-99.7637598,16.748347
Tringa solitaria,playero solitario,-89.5808659,20.9475923
Tringa solitaria cinnamomea,playero solitario,-97.3333333,18.7
Tringa solitaria solitaria,playero solitario,-95.45,18.4666667
Tringa stagnatilis,patamarilla euroasiática,-105.3702045,22.1959338
Troglodytes aedon,"chivirín saltapared, saltapared común",-100.1943898,17.4221123
Troglodytes aedon aedon,chivirín saltapared,-98.18,22.055
Troglodytes aedon intermedius,chivirín ratón,-91.7516667,16.9
Troglodytes aedon musculus,chivirín ratón,-88.5366667,20.67
Troglodytes aedon parkmanii,chivirín saltapared,-99.5,17.55
Troglodytes hiemalis,"chivirín chochín, saltapared cholino del este",-110.6656802,30.8560924
Troglodytes pacificus,saltapared cholino del oeste,-108.4619021,30.6292848
Troglodytes rufociliatus,"chivirín ceja rufa, saltapared cejas canela",-92.085257,15.086542
Troglodytes rufociliatus rufociliatus,chivirín ceja rufa,-92.9,17.1666667
Troglodytes sissonii,"chivirín de Socorro, saltapared de Isla Socorro",-110.949577,18.727155
Troglodytes tanneri,"chivirín de Clarión, saltapared de Isla Clarión",-114.755748,18.350496
Trogon caligatus,"coa violácea norteña, trogón violáceo",-92.8918767,15.4802515
Trogon citreolus,"coa citrina, trogón citrino",-105.1196864,20.753688
Trogon collaris,"coa de collar, trogón de collar",-100.1943898,17.4221123
Trogon collaris puella,trogón de collar,-91.3065833,16.2028889
Trogon elegans,"coa elegante, trogón elegante",-99.1195214,20.0073064
Trogon elegans ambiguus,coa elegante del noreste,-104.465,21.9016667
Trogon massena,"coa cola oscura, trogón cola oscura",-90.9471962,16.1234976
Trogon massena massena,trogón cola oscura,-91.0712222,16.0765
Trogon melanocephalus,"coa cabeza negra, trogón cabeza negra",-89.9012736,18.5338613
Trogon mexicanus,"coa mexicana, trogón mexicano",-100.1943898,17.4221123
Trogon violaceus braccatus,trogón violáceo,-91.3078333,16.2024444
Tunchiornis ochraceiceps,"verdillo ocre, vireocillo corona canela",-95.1468534,18.5228338
Turdus assimilis,mirlo garganta blanca,-100.1943898,17.4221123
Turdus assimilis lygrus,mirlo garganta blanca,-99.5,17.55
Turdus grayi,"mirlo café, mirlo pardo",-100.4288301,25.7598507
Turdus infuscatus,mirlo negro,-92.085257,15.086542
Turdus migratorius,mirlo primavera,-99.0277157,19.2645383
Turdus plebejus,"mirlo plebeyo, mirlo serrano",-92.085257,15.086542
Turdus rufitorques,"mirlo cuello canela, mirlo cuello rufo",-92.6398931,16.7344175
Turdus rufopalliatus,"mirlo dorso canela, mirlo dorso rufo",-100.1943898,17.4221123
Turdus rufopalliatus rufopalliatus,mirlo dorso rufo,-99.5,17.55
Tyrannus couchii,"tirano cuír, tirano silbador",-89.2722995,18.4908288
Tyrannus crassirostris,tirano pico grueso,-100.1943898,17.4221123
Tyrannus dominicensis,tirano gris,-86.9324413,20.454812
Tyrannus forficatus,tirano tijereta rosado,-91.9952202,17.7202149
Tyrannus melancholicus,"tirano melancólico, tirano pirirí, tirano tropical",-95.01698,18.35812
Tyrannus melancholicus satrapa,tirano tropical,-99.5,17.55
Tyrannus savana,tirano tijereta gris,-89.0320753,18.4323762
Tyrannus tyrannus,tirano dorso negro,-100.8585691,22.2282692
Tyrannus verticalis,tirano pálido,-103.2419,20.29925
Tyrannus vociferans,"tirano chibiú, tirano gritón",-105.1362827,24.8034639
Tyto alba,lechuza de campanario,-109.2345923,26.405194
Uria aalge,arao común,-117.2763062,32.4541559
Urile pelagicus,cormorán pelágico,-116.7229718,31.7237458
Urile penicillatus,cormorán de Brandt,-111.2557983,27.9689337
Uropsila leucogastra,"chivirín vientre blanco, saltapared vientre blanco",-89.7572708,20.3800325
Uropsila leucogastra brachyura,chivirín vientre blanco,-90.6466667,18.58
Vanellus chilensis,avefría tero,-92.99566,15.32492
Vermivora chrysoptera,"chipe ala dorada, chipe alas amarillas",-95.1275253,18.4221275
Vermivora cyanoptera,"chipe ala azul, chipe alas azules",-89.9012736,18.5338613
Vireo altiloquus,vireo bigotudo,-86.8167159,21.2172499
Vireo atricapilla,vireo gorra negra,-97.076752,16.089371
Vireo bairdi,"vireo de Cozumel, vireo de Isla Cozumel",-86.9212908,20.5054757
Vireo bellii,vireo de Bell,-109.5463004,28.4557269
Vireo brevipennis,vireo pizarra,-96.4476013,17.3064344
Vireo cassinii,vireo de Cassin,-103.518863,19.533456
Vireo flavifrons,vireo garganta amarilla,-89.0320753,18.4323762
Vireo flavoviridis,vireo verdeamarillo,-89.2722995,18.4908288
Vireo flavoviridis flavoviridis,vireo verdeamarillo,-105.7766667,22.8316667
Vireo flavoviridis forreri,vireo verdeamarillo,-106.2416667,21.305
Vireo gilvus,vireo gorjeador,-109.544274,28.4573233
Vireo gilvus brewsteri,vireo gorjeador,-105.0216667,21.4216667
Vireo gilvus gilvus,vireo gorjeador,-95.7333333,17.1833333
Vireo gilvus victoriae,vireo gorjeador,-109.8,23.465
Vireo griseus,vireo ojos blancos,-89.9012736,18.5338613
Vireo griseus griseus,vireo ojo blanco,-86.9416667,20.5066667
Vireo griseus micrus,vireo ojo blanco,-96.9283333,19.545
Vireo griseus perquisitor,vireo ojo blanco,-91.3075,16.1900278
Vireo huttoni,vireo reyezuelo,-100.1943898,17.4221123
Vireo hypochryseus,"vireo amarillo, vireo dorado",-100.1943898,17.4221123
Vireo leucophrys,"vireo gorra café, vireo gorra parda",-97.0159721,19.5298923
Vireo magister,vireo yucateco,-87.0452893,20.6629033
Vireo magister magister,vireo yucateco,-86.935,20.4333333
Vireo nelsoni,vireo enano,-100.1943898,17.4221123
Vireo olivaceus,vireo ojos rojos,-86.9636536,20.7586019
Vireo pallens,vireo manglero,-89.0320753,18.4323762
Vireo philadelphicus,vireo de Filadelfia,-92.6398931,16.7344175
Vireo plumbeus,vireo plomizo,-109.5542433,26.7126267
Vireo solitarius,vireo anteojillo,-108.0783333,25.46
Vireo vicinior,vireo gris,-109.2345923,26.405194
Vireolanius melitophrys,"vireón arlequín, vireón pecho castaño",-100.1943898,17.4221123
Vireolanius pulchellus,vireón esmeralda,-94.3,17.15
Vireolanius pulchellus pulchellus,vireón esmeralda,-91.3078333,16.2011667
Volatinia jacarina,semillero brincador,-95.01698,18.35812
Volatinia jacarina splendens,semillero brincador,-91.3105833,16.2018611
Xanthocephalus xanthocephalus,tordo cabeza amarilla,-99.4973373,19.1531034
Xema sabini,gaviota cola hendida,-112.42137,28.2704
Xenops minutus,"picolezna común, picolezna liso",-95.1468534,18.5228338
Xenops minutus genibarbis,picolezna liso,-95.2166667,17.8
Xenops minutus mexicanus,picolezna liso,-91.0833333,18.2166667
Xenospiza baileyi,gorrión serrano,-105.2871537,23.8956636
Xenotriccus callizonus,"mosquerito fajado, mosquero fajado",-92.670549,16.6791291
Xenotriccus mexicanus,mosquero del Balsas,-99.5933286,18.8629832
Xenus cinereus,playero picopando,-110.3767586,24.1068202
Xiphocolaptes promeropirhynchus,trepatroncos gigante,-99.5,17.55
Xiphocolaptes promeropirhynchus omiltemensis,trepatroncos gigante,-91.3047778,16.2000833
Xiphorhynchus erythropygius,"trepatroncos manchado, trepatroncos moteado",-99.66667,17.55
Xiphorhynchus flavigaster,trepatroncos bigotudo,-100.1943898,17.4221123
Zenaida asiatica,paloma alas blancas,-89.0320753,18.4323762
Zenaida asiatica asiatica,paloma ala blanca,-99.705,24.8566667
Zenaida asiatica mearnsi,paloma ala blanca,-99.5,17.55
Zenaida aurita,"huilota caribeña, paloma aurita",-87.7313232,20.4823411
Zenaida aurita salvadorii,paloma aurita,-86.915,20.4366667
Zenaida graysoni,"huilota de Isla Socorro, paloma de Socorro",-110.95642,18.77768
Zenaida macroura,"huilota común, paloma huilota",-103.5738524,25.8777308
Zentrygon albifacies,"paloma cara blanca, paloma-perdiz cara blanca",-100.1943898,17.4221123
Zentrygon carrikeri,"paloma tuxtleña, paloma-perdiz tuxtleña",-95.1468534,18.5228338
Zentrygon lawrencii,paloma-perdiz tuxtleña,-95.35,18.4666667
Zimmerius vilissimus,"mosquerito cejas blancas, mosquero ceja gris",-92.085257,15.086542
Zimmerius vilissimus vilissimus,mosquero ceja gris,-92,15.9533333
Zonotrichia albicollis,gorrión garganta blanca,-107.992,30.6713
Zonotrichia atricapilla,"gorrión corona amarilla, gorrión corona dorada",-115.9085083,32.0453328
Zonotrichia capensis,gorrión chingolo,-92.6336291,16.7042298
Zonotrichia capensis septentrionalis,gorrión chingolo,-92.12,15.085
Zonotrichia leucophrys,gorrión corona blanca,-114.4300045,28.8824166
Zonotrichia leucophrys gambelii,gorrión corona blanca,-115.8666667,30.3666667
Zonotrichia leucophrys leucophrys,gorrión corona blanca,-112.8783333,28.3033333
Zonotrichia leucophrys oriantha,gorrión corona blanca,-101.4266667,25.3416667
Zonotrichia querula,gorrión de Harris,-107.5942612,31.2260137
