especievalida,nombrecomun,category,status,longitud,latitud
Spiza americana,arrocero americano,iucn,Preocupación menor (lc),-98.8679914,19.4905512
Spinus tristis,"jilguerito canario, jilguero canario",iucn,Preocupación menor (lc),-99.11333,23.14167
Spinus psaltria psaltria,jilguero dominico,iucn,Preocupación menor (lc),-99.1833333,24.0166667
Spinus psaltria,"jilguerito dominico, jilguero dominico",iucn,Preocupación menor (lc),-100.1943898,17.4221123
Spinus pinus pinus,jilguero pinero,iucn,Preocupación menor (lc),-102.5766667,29.0183333
Spinus pinus,"jilguerito pinero, jilguero pinero",iucn,Preocupación menor (lc),-99.0156555,19.1555466
Spinus notatus,"jilguerito encapuchado, jilguero encapuchado",iucn,Preocupación menor (lc),-99.1543579,19.407021
Spinus lawrencei,"jilguerito cara negra, jilguero gris",iucn,Preocupación menor (lc),-109.5463004,28.4557269
Spinus atriceps,"jilguerito corona negra, jilguero corona negra",nom059,Amenazada (A),-92.225,15.2366667
Spinus atriceps,"jilguerito corona negra, jilguero corona negra",iucn,Preocupación menor (lc),-92.225,15.2366667
Spindalis zena,tangara cabeza rayada,iucn,Preocupación menor (lc),-86.9324413,20.454812
Sphyrapicus varius,"carpintero moteado, chupasavia maculado",iucn,Preocupación menor (lc),-99.1195214,20.0073064
Sphyrapicus thyroideus thyroideus,chupasavia oscuro,iucn,Preocupación menor (lc),-115.91,32.0466667
Sphyrapicus thyroideus nataliae,chupasavia oscuro,iucn,Preocupación menor (lc),-108.3833333,26.9916667
Sphyrapicus thyroideus,"carpintero elegante, chupasavia oscuro",iucn,Preocupación menor (lc),-115.9085083,32.0453328
Sphyrapicus ruber daggetti,chupasavia cabeza roja,iucn,Preocupación menor (lc),-115.91,32.0466667
Sphyrapicus ruber,"carpintero pecho rojo, chupasavia cabeza roja",iucn,Preocupación menor (lc),-115.9085083,32.0453328
Sphyrapicus nuchalis,"carpintero nuca roja, chupasavia nuca roja",iucn,Preocupación menor (lc),-100.3548395,25.6080101
Spatula querquedula,cerceta cejas blancas,iucn,Preocupación menor (lc),-109.6836422,23.0549758
Spatula discors,cerceta alas azules,iucn,Preocupación menor (lc),-99.4973373,19.1531034
Spatula cyanoptera,cerceta canela,iucn,Preocupación menor (lc),-99.4973373,19.1531034
Spatula clypeata,pato cucharón norteño,iucn,Preocupación menor (lc),-99.4973373,19.1531034
Sitta pygmaea,"bajapalos enano, sita enana",iucn,Preocupación menor (lc),-99.0156555,19.1555466
Sitta carolinensis tenuissima,sita pecho blanco,iucn,Preocupación menor (lc),-115.45,30.9166667
Sitta carolinensis nelsoni,sita pecho blanco,iucn,Preocupación menor (lc),-110.2283333,29.8233333
Sitta carolinensis mexicana,sita pecho blanco,iucn,Preocupación menor (lc),-99.5,17.55
Sitta carolinensis lagunae,sita pecho blanco,iucn,Preocupación menor (lc),-109.8,23.465
Sitta carolinensis lagunae,sita pecho blanco,nom059,Sujeta a protección especial (Pr),-109.8,23.465
Sitta carolinensis alexandrae,sita pecho blanco,iucn,Preocupación menor (lc),-115.45,30.9166667
Sitta carolinensis aculeata,sita pecho blanco,iucn,Preocupación menor (lc),-115.45,30.9166667
Sitta carolinensis,"bajapalos pecho blanco, sita pecho blanco",iucn,Preocupación menor (lc),-103.518863,19.533456
Sitta canadensis,"bajapalos pecho canela, sita canadiense",nom059,Probablemente extinta en el medio silvestre (E),-115.9085083,32.0453328
Sitta canadensis,"bajapalos pecho canela, sita canadiense",iucn,Preocupación menor (lc),-115.9085083,32.0453328
Sicalis luteola mexicana,gorrión-canario sabanero,iucn,Preocupación menor (lc),-98.45,18.6366667
Sicalis luteola chrysops,gorrión-canario sabanero,iucn,Preocupación menor (lc),-97.1333333,18.85
Sicalis luteola,gorrión canario sabanero,iucn,Preocupación menor (lc),-96.0906816,19.0674862
Sialia sialis sialis,azulejo garganta canela,iucn,Preocupación menor (lc),-99.1833333,24.0166667
Sialia sialis guatemalae,azulejo garganta canela,iucn,Preocupación menor (lc),-96.9283333,19.545
Sialia sialis fulva,azulejo garganta canela,iucn,Preocupación menor (lc),-96.9283333,19.545
Sialia sialis,azulejo garganta canela,iucn,Preocupación menor (lc),-100.1943898,17.4221123
Sialia mexicana occidentalis,azulejo garganta azul,iucn,Preocupación menor (lc),-116.5,32.5833333
Sialia mexicana nelsoni,azulejo garganta azul,iucn,Preocupación menor (lc),-100.63,25.27
Sialia mexicana mexicana,azulejo garganta azul,iucn,Preocupación menor (lc),-99.4666667,17.35
Sialia mexicana bairdi,azulejo garganta azul,iucn,Preocupación menor (lc),-106.7816667,29.53
Sialia mexicana,azulejo garganta azul,iucn,Preocupación menor (lc),-102.53333,22.16667
Sialia currucoides,azulejo pálido,iucn,Preocupación menor (lc),-115.9085083,32.0453328
Setophaga virens,chipe dorso verde,iucn,Preocupación menor (lc),-100.1943898,17.4221123
Setophaga townsendi,"chipe de Townsend, chipe negroamarillo",iucn,Preocupación menor (lc),-100.1943898,17.4221123
Setophaga tigrina,chipe atigrado,iucn,Preocupación menor (lc),-99.4745064,21.2193009
Setophaga striata,"chipe cabeza negra, chipe gorra negra",iucn,Casi amenazado (NT),-87.2516667,21.535
Setophaga ruticilla,"chipe flameante, pavito migratorio",iucn,Preocupación menor (lc),-103.8682385,20.6696732
Setophaga pitiayumi,"chipe tropical, parula tropical",iucn,Preocupación menor (lc),-96.4243948,15.9462477
Setophaga pinus,chipe pinero,iucn,Preocupación menor (lc),-89.949955,21.1992387
Setophaga petechia rhizophorae,"chipe de manglar, chipe de manglar Occidental, chipe manglero",iucn,Preocupación menor (lc),-108.3656521,25.1528517
Setophaga petechia erithachorides,chipe amarillo manglero,iucn,Preocupación menor (lc),-97.68444,15.97024
Setophaga petechia castaneiceps,"chipe de manglar Sudcaliforniano, laapí bajacaliforniano",iucn,Preocupación menor (lc),-110.6293466,25.000237
Setophaga petechia,chipe amarillo,iucn,Preocupación menor (lc),-89.0320753,18.4323762
Setophaga pensylvanica,chipe flancos castaños,iucn,Preocupación menor (lc),-91.577934,16.967433
Setophaga palmarum,chipe playero,iucn,Preocupación menor (lc),-96.93015,19.42166
Setophaga occidentalis,chipe cabeza amarilla,iucn,Preocupación menor (lc),-100.1943898,17.4221123
Setophaga nigrescens,chipe negrogris,iucn,Preocupación menor (lc),-97.4172547,18.9481856
Setophaga magnolia,chipe de magnolias,iucn,Preocupación menor (lc),-95.01698,18.35812
Setophaga graciae,chipe cejas amarillas,iucn,Preocupación menor (lc),-100.1943898,17.4221123
Setophaga fusca,chipe garganta naranja,iucn,Preocupación menor (lc),-87.6154974,20.0784255
Setophaga dominica,chipe garganta amarilla,iucn,Preocupación menor (lc),-88.3018971,18.493776
Setophaga discolor,chipe de pradera,iucn,Preocupación menor (lc),-87.01397,20.40559
Setophaga coronata,"chipe coronado, chipe rabadilla amarilla",iucn,Preocupación menor (lc),-100.1943898,17.4221123
Setophaga citrina,chipe encapuchado,iucn,Preocupación menor (lc),-95.01698,18.35812
Setophaga chrysoparia,"chipe cachetes amarillos, chipe mejilla dorada",iucn,En peligro (EN),-92.6398931,16.7344175
Setophaga chrysoparia,"chipe cachetes amarillos, chipe mejilla dorada",nom059,En peligro de extinción (P),-92.6398931,16.7344175
Setophaga cerulea,"chipe celeste, chipe cerúleo",iucn,Casi amenazado (NT),-86.8503195,21.1448081
Setophaga castanea,chipe castaño,iucn,Preocupación menor (lc),-86.8503195,21.1448081
Setophaga caerulescens,chipe azulnegro,iucn,Preocupación menor (lc),-87.0163107,20.4039669
Setophaga americana,"chipe pecho manchado, parula norteña",iucn,Preocupación menor (lc),-95.03569,18.52424
Selasphorus sasin,zumbador de Allen,cites,Apéndice II,-99.1195214,20.0073064
Selasphorus sasin,zumbador de Allen,iucn,Preocupación menor (lc),-99.1195214,20.0073064
Selasphorus rufus,"zumbador canelo, zumbador rufo",cites,Apéndice II,-103.518863,19.533456
Selasphorus rufus,"zumbador canelo, zumbador rufo",iucn,Casi amenazado (NT),-103.518863,19.533456
Selasphorus platycercus,zumbador cola ancha,cites,Apéndice II,-99.6770748,19.2848132
Selasphorus platycercus,zumbador cola ancha,iucn,Preocupación menor (lc),-99.6770748,19.2848132
Selasphorus heloisa,zumbador mexicano,iucn,Preocupación menor (lc),-97.0159721,19.5298923
Selasphorus heloisa,zumbador mexicano,cites,Apéndice II (El nombre publicado en CITES 2022 es Atthis heloisa (ver relaciones de sinonimia).),-97.0159721,19.5298923
Selasphorus ellioti,"zumbador guatemalteco, zumbador magenta",cites,Apéndice II (El nombre publicado en CITES 2022 es Atthis ellioti (ver relaciones de sinonimia).),-92.085257,15.086542
Selasphorus ellioti,"zumbador guatemalteco, zumbador magenta",iucn,Preocupación menor (lc),-92.085257,15.086542
Selasphorus ellioti,"zumbador guatemalteco, zumbador magenta",nom059,Amenazada (A) (Publicado en NOM-059-SEMARNAT 2010-Mod. Anexo Normativo III 2019 como Atthis ellioti (ver relaciones de sinonimia).),-92.085257,15.086542
Selasphorus calliope,"colibrí garganta rayada, zumbador garganta rayada",cites,Apéndice II (El nombre publicado en CITES 2022 es Stellula calliope (ver relaciones de sinonimia).),-103.518863,19.533456
Selasphorus calliope,"colibrí garganta rayada, zumbador garganta rayada",iucn,Preocupación menor (lc),-103.518863,19.533456
Seiurus aurocapilla aurocapilla,chipe suelero,iucn,Preocupación menor (lc),-87.2516667,21.535
Seiurus aurocapilla,chipe suelero,iucn,Preocupación menor (lc),-100.1943898,17.4221123
Scolopax minor,"chocha americana, chocha del este",iucn,Preocupación menor (lc),-99.90146,26.11148
Sclerurus mexicanus mexicanus,hojarasquero pecho rufo,iucn,Preocupación menor (lc),-96.9283333,19.545
Sclerurus mexicanus mexicanus,hojarasquero pecho rufo,nom059,Amenazada (A),-96.9283333,19.545
Sclerurus mexicanus,"hojarasquero pecho canela, hojarasquero pecho rufo",nom059,Amenazada (A),-97.833064,20.510176
Sclerurus mexicanus,"hojarasquero pecho canela, hojarasquero pecho rufo",iucn,Preocupación menor (lc),-97.833064,20.510176
Sclerurus guatemalensis guatemalensis,hojarasquero oscuro,nom059,Amenazada (A),-91.6283333,16.8983333
Sclerurus guatemalensis guatemalensis,hojarasquero oscuro,iucn,Preocupación menor (lc),-91.6283333,16.8983333
Sclerurus guatemalensis,hojarasquero oscuro,iucn,Preocupación menor (lc),-90.9410997,16.1124493
Sclerurus guatemalensis,hojarasquero oscuro,nom059,Amenazada (A),-90.9410997,16.1124493
Schiffornis veraepacis,"flautín cabezón mesoamericano, saltarín café",iucn,Preocupación menor (lc),-90.9471962,16.1234976
Sayornis saya saya,papamoscas llanero,iucn,Preocupación menor (lc),-101.43,20.7183333
Sayornis saya quiescens,papamoscas llanero,iucn,Preocupación menor (lc),-115.8166667,30.3333333
Sayornis saya,papamoscas llanero,iucn,Preocupación menor (lc),-100.581523,25.021968
Sayornis phoebe,papamoscas fibí,iucn,Preocupación menor (lc),-98.659125,25.7505063
Sayornis nigricans,papamoscas negro,iucn,Preocupación menor (lc),-109.5463004,28.4557269
Saucerottia cyanura,colibrí cola azul,cites,Apéndice II (El nombre publicado en CITES 2022 es Amazilia cyanura (ver relaciones de sinonimia).),-92.1484124,15.0871128
Saucerottia cyanura,colibrí cola azul,iucn,Preocupación menor (lc),-92.1484124,15.0871128
Saucerottia cyanocephala,colibrí corona azul,cites,Apéndice II (El nombre publicado en CITES 2022 es Amazilia cyanocephala (ver relaciones de sinonimia).),-96.8967797,19.5173977
Saucerottia cyanocephala,colibrí corona azul,iucn,Preocupación menor (lc),-96.8967797,19.5173977
Saucerottia beryllina,colibrí berilo,cites,Apéndice II (El nombre publicado en CITES 2022 es Amazilia beryllina (ver relaciones de sinonimia).),-100.1943898,17.4221123
Saucerottia beryllina,colibrí berilo,iucn,Preocupación menor (lc),-100.1943898,17.4221123
Sarcoramphus papa,zopilote rey,nom059,En peligro de extinción (P),-89.3372508,17.8837125
Sarcoramphus papa,zopilote rey,cites,Apéndice III (Sarcoramphus papa.),-89.3372508,17.8837125
Sarcoramphus papa,zopilote rey,iucn,Preocupación menor (lc),-89.3372508,17.8837125
Saltator maximus magnoides,picurero bosquero,iucn,Preocupación menor (lc),-91.3091944,16.1926389
